response-time,DNS+dialup,DNS,Request-write,Response-delay,Response-read,status-code,offset
20.3106,0.8348,0.0267,0.0194,2.2970,17.1593,200,20.2003
20.3101,0.8288,0.0262,0.0212,3.6562,15.8039,200,20.2008
20.3097,0.8226,0.0257,0.0036,2.1331,17.3503,200,20.2013
20.3095,0.9000,0.0254,0.0287,3.1163,16.2644,200,20.2017
20.2246,0.9751,0.1131,0.0785,1.7147,17.4562,200,20.2868
20.3220,0.9444,0.0351,0.0618,2.1297,17.1861,200,20.1914
20.3465,0.8574,0.0527,0.0212,2.1006,17.3674,200,20.1720
20.2030,1.0969,0.0866,0.0503,1.8077,17.2481,200,20.3158
20.2213,0.9433,0.1027,0.0783,2.5675,16.6323,200,20.2981
20.3351,0.8249,0.0412,0.0175,1.9976,17.4950,200,20.1846
20.3290,0.9246,0.0355,0.0153,2.2772,17.1118,200,20.1909
20.3180,0.9259,0.0250,0.0027,2.2035,17.1858,200,20.2022
20.3401,0.8533,0.0453,0.0205,2.0969,17.3694,200,20.1803
20.1831,1.0149,0.0664,0.0181,2.2188,16.9312,200,20.3375
20.3354,0.8373,0.0392,0.0036,3.0929,16.4016,200,20.1868
20.3306,0.8379,0.0347,0.0220,2.3316,17.1391,200,20.1918
20.0209,0.9729,0.2576,0.0241,1.7415,17.2823,200,20.5019
20.1228,1.0854,0.3926,0.0097,3.1304,15.8973,200,20.4059
20.0907,1.3987,0.3606,0.0005,2.1371,16.5543,200,20.4382
20.0721,1.5946,0.3420,0.0002,1.8339,16.6434,200,20.4569
20.0679,1.0179,0.3379,0.0199,2.3792,16.6509,200,20.4613
20.0595,1.0176,0.3296,0.0122,2.6095,16.4202,200,20.4698
20.0582,1.0150,0.3283,0.0131,2.3002,16.7299,200,20.4712
20.0549,1.0115,0.3250,0.0132,2.0652,16.9650,200,20.4747
20.0513,1.0113,0.3213,0.0111,2.1221,16.9068,200,20.4783
20.0512,1.0112,0.3212,0.0112,2.0771,16.9518,200,20.4785
20.0467,1.0103,0.3164,0.0073,2.3089,16.7202,200,20.4836
20.0374,0.9984,0.3070,0.0097,2.2936,16.7357,200,20.4930
20.0373,1.0148,0.3069,0.0030,2.4626,16.5568,200,20.4932
20.0353,0.9987,0.3049,0.0073,2.0630,16.9664,200,20.4953
20.0351,0.9908,0.3048,0.0131,2.1903,16.8410,200,20.4956
20.3381,0.8303,0.0252,0.0209,2.1710,17.3158,200,20.2019
20.3505,0.9258,0.0366,0.0153,1.9653,17.4441,200,20.1897
20.3640,0.8544,0.0487,0.0221,2.2831,17.2045,200,20.1764
20.3415,0.8768,0.0265,0.0518,2.3054,17.1075,200,20.2006
20.3421,0.7440,0.0269,0.0203,2.5061,17.0717,200,20.2001
20.3512,0.9115,0.0353,0.0279,2.7128,16.6990,200,20.1912
20.3567,0.8035,0.0401,0.0368,1.9692,17.5472,200,20.1859
20.3431,0.8408,0.0271,0.0159,1.6270,17.8593,200,20.1997
20.3479,0.7595,0.0316,0.0100,1.9394,17.6390,200,20.1951
20.1193,1.0836,0.3748,0.0036,2.2954,16.7367,200,20.4237
20.3573,0.8938,0.0400,0.0494,1.7084,17.7056,200,20.1860
20.3590,0.8449,0.0414,0.0212,2.3174,17.1754,200,20.1844
20.3513,0.9118,0.0342,0.0264,1.9757,17.4374,200,20.1924
20.1119,1.0550,0.3608,0.0083,1.9821,17.0666,200,20.4379
20.3554,0.8398,0.0313,0.0194,2.3630,17.1331,200,20.1954
20.0837,1.0187,0.3321,0.0132,1.7684,17.2834,200,20.4673
20.3617,0.9004,0.0369,0.0403,2.0705,17.3505,200,20.1894
20.3688,0.8294,0.0432,0.0154,1.7210,17.8029,200,20.1824
20.3720,0.8472,0.0437,0.0211,1.8065,17.6972,200,20.1819
20.3722,0.8408,0.0425,0.0036,1.9398,17.5880,200,20.1833
20.3580,0.8317,0.0289,0.0212,1.9316,17.5735,200,20.1979
20.0954,1.0276,0.3355,0.0097,1.6990,17.3590,200,20.4637
20.1219,1.0573,0.3614,0.0068,4.2807,14.7770,200,20.4372
20.3880,0.8635,0.0533,0.0195,2.7470,16.7579,200,20.1712
20.0908,1.0152,0.3284,0.0131,1.9082,17.1542,200,20.4711
20.3761,0.8268,0.0399,0.0146,1.6950,17.8397,200,20.1861
20.3704,0.9479,0.0346,0.0578,2.3670,16.9977,200,20.1920
20.3831,0.8449,0.0460,0.0035,1.7443,17.7904,200,20.1794
20.3617,0.8108,0.0261,0.0153,2.3404,17.1951,200,20.2010
20.1243,1.0461,0.3603,0.0145,2.2876,16.7760,200,20.4385
20.3605,0.8423,0.0249,0.0121,2.0332,17.4729,200,20.2023
20.0834,1.0081,0.3190,0.0118,3.7486,15.3148,200,20.4807
20.4024,0.8372,0.0511,0.0161,2.0496,17.4995,200,20.1738
20.3804,0.9273,0.0283,0.0051,2.2364,17.2116,200,20.1985
20.3802,0.9589,0.0278,0.0402,2.0218,17.3593,200,20.1990
20.4069,0.8576,0.0522,0.0219,2.0274,17.5001,200,20.1725
20.3898,0.9531,0.0345,0.0527,2.1383,17.2457,200,20.1921
20.1182,1.0272,0.3352,0.0097,2.2407,16.8406,200,20.4640
20.4085,0.8366,0.0387,0.0037,2.1526,17.4157,200,20.1874
20.1304,1.0188,0.3322,0.0133,1.9450,17.1533,200,20.4671
20.4122,0.8228,0.0395,0.0175,2.0755,17.4963,200,20.1866
20.1364,1.0259,0.3354,0.0112,3.2621,15.8372,200,20.4638
20.4111,0.8417,0.0358,0.0217,1.9572,17.5906,200,20.1906
20.4313,0.8584,0.0532,0.0220,2.0252,17.5257,200,20.1715
20.4293,0.8557,0.0501,0.0219,2.1493,17.4022,200,20.1748
20.4328,0.8566,0.0520,0.0212,1.7087,17.8463,200,20.1728
20.4195,0.9122,0.0374,0.0294,2.7007,16.7773,200,20.1888
20.4327,0.8608,0.0481,0.0183,2.2165,17.3371,200,20.1772
20.4310,0.8117,0.0454,0.0345,2.1523,17.4325,200,20.1800
20.4153,0.8418,0.0280,0.0159,1.9112,17.6463,200,20.1989
20.4278,0.8417,0.0384,0.0212,2.1399,17.4249,200,20.1877
20.4180,0.8314,0.0274,0.0221,2.1970,17.3675,200,20.1995
20.1365,1.0251,0.3174,0.0033,2.1706,16.9373,200,20.4824
20.4451,0.8408,0.0499,0.0116,1.7482,17.8444,200,20.1751
20.4458,0.8344,0.0493,0.0168,1.9909,17.6036,200,20.1758
20.1275,0.9890,0.3049,0.0146,2.2236,16.9003,200,20.4954
20.4390,0.8391,0.0410,0.0036,2.1842,17.4121,200,20.1849
20.4440,0.8430,0.0445,0.0036,2.1626,17.4348,200,20.1812
20.4507,0.8592,0.0496,0.0195,1.9520,17.6200,200,20.1754
20.4510,0.8486,0.0490,0.0032,1.6727,17.9265,200,20.1762
20.4300,0.8365,0.0282,0.0193,2.1454,17.4287,200,20.1986
20.1488,0.9966,0.3190,0.0216,2.2475,16.8832,200,20.4808
20.1712,1.0317,0.3396,0.0097,2.3108,16.8189,200,20.4595
20.4436,0.9728,0.0380,0.0373,3.0073,16.4262,200,20.1882
20.4517,0.8525,0.0445,0.0205,2.0030,17.5757,200,20.1811
20.1754,1.0278,0.3397,0.0123,2.2920,16.8433,200,20.4593
20.4550,0.8485,0.0448,0.0211,1.9081,17.6773,200,20.1808
20.1802,1.0279,0.3422,0.0146,1.8116,17.3262,200,20.4567
20.1826,1.0317,0.3433,0.0123,2.2953,16.8433,200,20.4555
20.4620,0.8476,0.0482,0.0032,2.0287,17.5825,200,20.1771
20.4635,0.8538,0.0483,0.0219,1.9162,17.6716,200,20.1768
20.4434,0.8899,0.0287,0.0420,1.8801,17.6313,200,20.1981
20.4516,0.9472,0.0354,0.0594,3.3347,16.1103,200,20.1910
20.4460,0.8499,0.0289,0.0092,2.4254,17.1615,200,20.1978
20.4713,0.8392,0.0513,0.0145,2.0100,17.6075,200,20.1736
20.4484,0.9541,0.0290,0.0461,2.5770,16.8712,200,20.1977
20.4472,0.9971,0.0259,0.0008,2.5898,16.8594,200,20.2012
20.4698,0.8536,0.0446,0.0195,2.2234,17.3733,200,20.1810
20.4788,0.8558,0.0516,0.0211,1.6836,17.9181,200,20.1732
20.4658,0.8100,0.0390,0.0293,1.8095,17.8170,200,20.1871
20.4557,0.9153,0.0282,0.0167,1.9922,17.5315,200,20.1987
20.4697,0.8446,0.0402,0.0218,2.7957,16.8076,200,20.1857
20.4700,0.8134,0.0378,0.0248,2.7813,16.8504,200,20.1884
20.4700,0.9482,0.0370,0.0602,1.8690,17.5926,200,20.1892
20.4889,0.8573,0.0529,0.0210,1.6540,17.9566,200,20.1719
20.4865,0.8550,0.0498,0.0218,1.6214,17.9882,200,20.1753
20.4732,1.0299,0.1171,0.0093,1.3582,18.0758,200,20.1899
20.4767,0.9374,0.0350,0.0020,2.0805,17.4568,200,20.1915
20.4714,0.8966,0.0288,0.0356,2.3045,17.2346,200,20.1980
20.4896,0.8492,0.0447,0.0218,1.7001,17.9184,200,20.1809
20.1772,0.9904,0.3058,0.0145,1.6570,17.5153,200,20.4943
20.4730,0.8353,0.0270,0.0194,2.3086,17.3097,200,20.1999
20.4897,0.8452,0.0416,0.0212,2.2310,17.3922,200,20.1842
20.1869,0.9966,0.3110,0.0135,2.0077,17.1690,200,20.4890
20.6640,0.8562,0.0491,0.0209,2.1179,17.6689,200,20.1760
20.6672,0.8508,0.0457,0.0219,2.7905,17.0039,200,20.1798
20.0015,0.0444,0.0165,0.0002,1.8506,18.1061,200,22.7664
20.0081,0.0000,0.0000,0.0000,2.3057,17.7023,200,24.3918
20.0026,0.0000,0.0000,0.0000,2.6193,17.3831,200,24.4345
20.0003,0.4974,0.0089,0.0002,1.5825,17.9202,200,24.4497
20.0110,1.8496,0.0139,0.0005,2.0977,16.0631,200,24.4959
20.0018,0.0747,0.0205,0.0005,2.3361,17.5905,200,25.0031
20.0003,1.0585,0.0124,0.0001,1.6103,17.3314,200,25.0113
20.0004,0.0000,0.0121,0.0000,2.1931,14.6022,200,25.0116
20.0014,1.2693,0.0045,0.0002,1.8949,16.8370,200,25.0195
20.0002,1.4732,0.0019,0.0001,1.8973,16.6296,200,25.0216
20.0003,0.0682,0.0078,0.0057,2.2134,17.7129,200,25.0248
20.0005,0.0680,0.0065,0.0042,2.7233,17.2050,200,25.0265
20.0023,0.0671,0.0072,0.0059,1.6392,18.2900,200,25.0256
20.0017,0.0510,0.0066,0.0010,2.4952,17.4545,200,25.0264
20.0005,0.0650,0.0038,0.0004,1.8239,18.1111,200,25.0334
20.0021,0.0440,0.0000,0.0018,1.8212,18.1350,200,25.0325
20.0013,0.1058,0.0023,0.0076,2.5776,17.3104,200,25.0484
20.0150,0.1136,0.0036,0.0056,1.8420,18.0538,200,25.0427
20.0161,0.1186,0.0026,0.0166,1.9826,17.8982,200,25.0435
20.0149,0.1076,0.0031,0.0066,1.8757,18.0249,200,25.0476
20.0179,0.1068,0.0028,0.0070,1.7623,18.1418,200,25.0480
20.0227,0.0797,0.0027,0.0023,1.8380,18.1026,200,25.0482
20.0035,0.1759,0.0017,0.0031,1.7403,18.0842,200,25.0745
20.0532,0.4205,0.0042,0.0008,2.6895,16.9424,200,25.0549
20.0501,0.4745,0.0053,0.0061,1.7359,17.8336,200,25.0710
20.0499,0.1715,0.0021,0.0102,1.5440,18.3241,200,25.0716
20.0474,0.1761,0.0020,0.0031,1.7651,18.1031,200,25.0743
20.0474,0.1716,0.0020,0.0074,2.0283,17.8401,200,25.0744
20.0627,0.1467,0.0000,0.0125,1.7827,18.1209,200,25.0707
20.0667,0.1734,0.0019,0.0056,1.7135,18.1742,200,25.0745
20.0644,0.4037,0.0401,0.0008,1.7947,17.8652,200,25.0796
20.0623,1.1076,0.0372,0.0006,1.9609,16.9931,200,25.0825
20.0409,1.0477,0.0000,0.0003,1.9808,17.0120,200,25.1040
20.0403,0.2429,0.0068,0.0465,2.8063,16.9445,200,25.1048
20.0334,1.0681,0.0038,0.0015,1.5561,17.4077,200,25.1119
20.0294,1.0740,0.0017,0.0006,1.6318,17.3229,200,25.1160
20.0276,0.2788,0.0015,0.0177,1.5076,18.2235,200,25.1180
20.0156,0.2786,0.0017,0.0058,1.8151,17.9162,200,25.1303
20.0140,0.2755,0.0018,0.0069,1.8869,17.8448,200,25.1323
20.0120,0.2797,0.0017,0.0010,1.7918,17.9395,200,25.1344
20.0854,0.1539,0.0080,0.0126,1.7700,18.1488,200,25.0633
20.0159,0.2755,0.0016,0.0030,1.8548,17.8826,200,25.1365
20.0826,0.1699,0.0048,0.0117,1.7178,18.1831,200,25.0715
20.0738,0.3128,0.0374,0.0193,1.8603,17.8814,200,25.0823
20.0415,0.5446,0.0015,0.0037,1.8735,17.6197,200,25.1215
20.0025,0.4349,0.0064,0.0007,1.7887,17.7782,200,25.1710
20.0618,0.2912,0.0016,0.0246,2.0285,17.7175,200,25.1384
20.0601,0.2717,0.0015,0.0030,2.0430,17.7424,200,25.1404
20.0585,0.2844,0.0016,0.0076,1.7255,18.0410,200,25.1422
20.0568,0.2673,0.0018,0.0036,1.7473,18.0386,200,25.1440
20.0549,0.4445,0.0013,0.0072,1.4960,18.1072,200,25.1460
20.0500,0.2597,0.0022,0.0039,1.7713,18.0152,200,25.1512
20.0444,0.4469,0.0040,0.0024,1.5733,18.0218,200,25.1572
20.0041,1.0722,0.0063,0.0002,1.7058,17.2260,200,25.2071
20.0346,0.3034,0.0070,0.0018,2.0338,17.6956,200,25.1789
20.0196,0.3011,0.0028,0.0179,1.9700,17.7305,200,25.1941
20.0225,0.3040,0.0024,0.0178,1.8855,17.8151,200,25.1914
20.0325,0.2961,0.0049,0.0019,1.8538,17.8807,200,25.1860
20.0040,0.2888,0.0083,0.0156,1.6739,18.0256,200,25.2299
20.0213,0.2871,0.0034,0.0082,1.8313,17.8946,200,25.2180
20.0242,0.3203,0.0077,0.0095,2.6016,17.0928,200,25.2217
20.0208,0.3169,0.0014,0.0072,2.6785,17.0181,200,25.2415
20.0358,0.4194,0.0025,0.0013,1.4916,18.1234,200,25.2385
20.0309,0.2994,0.0019,0.0041,2.6344,17.0929,200,25.2623
20.0339,0.3110,0.0032,0.0007,1.6229,18.0992,200,25.2651
20.0324,0.2859,0.0018,0.0049,1.7730,17.9687,200,25.2749
20.0394,0.2904,0.0019,0.0092,1.6147,18.1251,200,25.2771
20.0516,0.2874,0.0014,0.0099,1.8691,17.8852,200,25.2793
20.0677,0.2929,0.0014,0.0104,1.6344,18.1299,200,25.2731
20.0104,0.2439,0.0082,0.0006,1.7330,18.0328,200,25.3534
20.1022,0.2905,0.0036,0.0096,1.6033,18.1987,200,25.2975
20.0620,0.2467,0.0047,0.0028,1.5930,18.2195,200,25.3483
20.0952,0.4352,0.0028,0.0008,1.8167,17.8423,200,25.3302
20.1177,0.3894,0.0059,0.0008,1.6861,18.0414,200,25.3204
20.1428,0.2694,0.0040,0.0023,1.6674,18.2037,200,25.3050
20.1477,0.5819,0.0064,0.0004,1.6088,17.9565,200,25.3098
20.1374,0.2667,0.0121,0.0032,2.1613,17.7063,200,25.3333
20.0124,0.3405,0.0071,0.0015,1.7792,17.8912,200,25.4659
20.1262,0.2427,0.0084,0.0022,1.6691,18.2122,200,25.3617
20.1151,1.0420,0.0066,0.0002,1.8853,17.1876,200,25.3798
20.1074,0.2107,0.0017,0.0008,1.6241,18.2717,200,25.3917
20.1057,0.2099,0.0089,0.0078,1.4641,18.4239,200,25.3968
20.0818,0.3600,0.0014,0.0003,1.7062,18.0153,200,25.4224
20.0456,0.1565,0.0042,0.0006,1.5934,18.2951,200,25.4601
20.1647,0.2489,0.0013,0.0031,1.6817,18.2309,200,25.3457
20.1440,0.2296,0.0023,0.0021,1.8265,18.0858,200,25.3749
20.1170,0.1901,0.0020,0.0044,2.3884,17.5341,200,25.4201
20.1045,0.1709,0.0086,0.0007,1.7156,18.2173,200,25.4455
20.1605,0.1762,0.0016,0.0039,1.6739,18.3064,200,25.4344
20.1724,0.1746,0.0089,0.0037,1.9037,18.0903,200,25.4363
20.1421,0.1327,0.0042,0.0003,1.5893,18.4199,200,25.4858
20.1131,0.1073,0.0013,0.0002,2.1393,17.8663,200,25.5151
20.1019,0.1228,0.0074,0.0001,1.6635,18.3155,200,25.5265
20.0940,1.3001,0.0067,0.0011,1.7340,17.0588,200,25.5345
20.0767,1.0310,0.0054,0.0002,1.8503,17.1953,200,25.5519
20.0527,0.1021,0.0051,0.0001,2.1956,17.7548,200,25.5779
20.1506,0.1144,0.0014,0.0002,1.6084,18.4275,200,25.5080
20.1980,0.1282,0.0045,0.0003,2.4676,17.6019,200,25.4903
20.2051,0.1186,0.0017,0.0003,1.9703,18.1158,200,25.4997
20.0068,1.0766,0.0186,0.0010,1.8975,17.0316,200,26.7434
20.0036,0.0478,0.0073,0.0026,2.7791,17.1741,200,28.2218
20.0114,0.0000,0.0134,0.0007,1.6075,18.1247,200,28.2154
20.0076,0.0000,0.0000,0.0000,1.7304,18.2771,200,32.3915
20.0031,0.6122,0.0107,0.0411,1.6683,17.6815,200,40.0224
20.0031,0.4543,0.0054,0.0209,1.5856,17.9423,200,40.0278
20.0003,1.8557,0.0037,0.0044,1.6320,16.5082,200,40.0529
20.0040,0.6243,0.0060,0.0029,1.6619,17.7148,200,40.0504
20.0030,0.6211,0.0049,0.0049,1.5191,17.8579,200,40.0515
20.0032,1.8582,0.0047,0.0033,1.6271,16.5146,200,40.0518
20.0031,1.8579,0.0045,0.0033,1.5742,16.5677,200,40.0520
20.0031,1.8561,0.0044,0.0047,4.1403,14.0020,200,40.0522
20.0029,1.8507,0.0041,0.0096,1.8142,16.3283,200,40.0525
20.0029,1.8557,0.0040,0.0046,1.7609,16.3816,200,40.0526
20.0005,1.8516,0.0030,0.0033,2.5122,15.6334,200,40.0584
20.0062,1.8569,0.0036,0.0033,1.7568,16.3892,200,40.0531
20.0062,1.8569,0.0035,0.0032,1.8237,16.3224,200,40.0532
20.0062,1.8546,0.0033,0.0049,1.6606,16.4860,200,40.0534
20.0062,1.8568,0.0031,0.0030,1.8850,16.2614,200,40.0536
20.0061,1.8591,0.0030,0.0007,1.7539,16.3924,200,40.0538
20.0061,1.8562,0.0028,0.0032,1.6603,16.4864,200,40.0539
20.0049,1.8533,0.0015,0.0045,1.7057,16.4413,200,40.0553
20.0042,1.9968,0.0008,0.0001,1.5744,16.4328,200,40.0561
20.0042,1.8517,0.0007,0.0050,1.5738,16.5736,200,40.0562
20.0042,1.8519,0.0007,0.0048,1.6588,16.4886,200,40.0562
20.0042,1.8521,0.0006,0.0046,1.5810,16.5664,200,40.0563
20.0042,1.8510,0.0006,0.0055,1.6278,16.5198,200,40.0563
20.0042,1.8769,0.0006,0.0014,1.6930,16.4329,200,40.0564
20.0042,0.5741,0.0000,0.0452,1.7577,17.6273,200,40.0565
20.0033,0.5731,0.0034,0.0452,1.5682,17.8167,200,40.0574
20.0030,0.5475,0.0031,0.0695,1.9308,17.4551,200,40.0578
20.0030,0.5682,0.0031,0.0496,1.6645,17.7207,200,40.0579
20.0029,0.7625,0.0031,0.0377,1.7515,17.4513,200,40.0580
20.0029,0.5680,0.0030,0.0495,1.7418,17.6436,200,40.0580
20.0029,0.5645,0.0030,0.0528,1.8871,17.4986,200,40.0581
20.0029,0.5724,0.0030,0.0452,1.4931,17.8922,200,40.0582
20.0029,0.5645,0.0030,0.0527,1.6881,17.6976,200,40.0582
20.0030,0.5617,0.0030,0.0552,1.5299,17.8562,200,40.0583
20.0026,1.5144,0.0018,0.0448,2.1046,16.3388,200,40.0590
20.0030,1.8511,0.0026,0.0033,2.1955,15.9530,200,40.0588
20.0029,0.5638,0.0026,0.0527,1.5022,17.8842,200,40.0589
20.0029,0.5637,0.0026,0.0527,1.5981,17.7884,200,40.0589
20.0005,0.9047,0.1069,0.0104,1.4456,17.6396,200,40.0635
20.0001,1.8463,0.1059,0.0024,1.7802,16.3711,200,40.0648
20.0004,0.9035,0.1060,0.0103,1.7082,17.3784,200,40.0645
20.0001,0.9031,0.1055,0.0104,1.5575,17.5291,200,40.0652
20.0004,0.8994,0.1057,0.0134,1.6119,17.4756,200,40.0649
20.0001,1.8440,0.1053,0.0036,1.6291,16.5234,200,40.0655
20.0004,0.9022,0.1054,0.0103,1.6148,17.4730,200,40.0653
20.0002,0.9045,0.1047,0.0090,2.0583,17.0284,200,40.0662
20.0008,0.9044,0.1048,0.0090,1.7519,17.3351,200,40.0657
20.0002,1.8430,0.1044,0.0036,1.4648,16.6888,200,40.0666
20.0005,0.9039,0.1045,0.0090,2.0879,16.9996,200,40.0664
20.0002,1.8441,0.1041,0.0024,1.5551,16.5986,200,40.0670
20.0004,0.9036,0.1042,0.0090,2.1694,16.9184,200,40.0668
20.0002,0.9071,0.3158,0.0064,1.6491,17.4375,200,40.0673
20.0004,0.9052,0.3159,0.0084,2.1996,16.8872,200,40.0672
20.0003,0.9070,0.3103,0.0847,2.1494,16.8592,200,40.0763
20.0094,0.9068,0.3154,0.0063,1.5799,17.5163,200,40.0678
20.0093,0.9016,0.3152,0.0094,1.6696,17.4287,200,40.0680
20.0092,0.9038,0.3151,0.0087,2.0773,17.0193,200,40.0681
20.0091,0.9031,0.3149,0.0092,1.7068,17.3899,200,40.0683
20.0089,0.9058,0.3147,0.0065,1.8564,17.2402,200,40.0685
20.0089,0.9026,0.3146,0.0093,1.6191,17.4778,200,40.0687
20.0087,0.9023,0.3144,0.0092,1.5894,17.5077,200,40.0689
20.0086,0.9022,0.3142,0.0093,1.6977,17.3994,200,40.0691
20.0085,1.8433,0.3141,0.0010,1.8032,16.3609,200,40.0693
20.0084,2.0194,0.3140,0.0007,2.5142,15.4741,200,40.0694
20.0083,0.9016,0.3138,0.0091,1.6308,17.4668,200,40.0696
20.0082,0.9015,0.3138,0.0091,1.8450,17.2526,200,40.0697
20.0082,0.9015,0.3137,0.0092,1.7986,17.2988,200,40.0698
20.0082,1.0635,0.3136,0.0662,2.1642,16.7142,200,40.0699
20.0081,1.0582,0.3157,0.0710,2.1467,16.7322,200,40.0700
20.0079,0.9377,0.3154,0.0614,2.1904,16.8183,200,40.0703
20.0078,0.9486,0.3152,0.0505,2.0425,16.9661,200,40.0705
20.0076,0.9162,0.3151,0.0822,1.7111,17.2981,200,40.0707
20.0075,0.9185,0.3150,0.0798,2.1291,16.8802,200,40.0709
20.0074,1.0294,0.3148,0.0931,1.6559,17.2290,200,40.0710
20.0074,1.0912,0.3147,0.0406,2.0100,16.8656,200,40.0712
20.0073,1.1492,0.3146,0.0985,2.1551,16.6045,200,40.0713
20.0072,1.0857,0.3145,0.0450,3.6377,15.2388,200,40.0714
20.0072,0.9184,0.3143,0.0791,2.1814,16.8281,200,40.0716
20.0070,0.9139,0.3143,0.0834,2.1529,16.8568,200,40.0718
20.0070,1.0325,0.3142,0.0900,2.0263,16.8582,200,40.0718
20.0071,0.9870,0.3142,0.0110,2.2757,16.7333,200,40.0719
20.0070,0.9035,0.3141,0.0056,2.1344,16.9635,200,40.0720
20.0070,0.9037,0.3141,0.0054,2.0104,17.0876,200,40.0720
20.0063,0.9448,0.3133,0.0519,2.2296,16.7800,200,40.0728
20.0062,1.0781,0.3131,0.0506,2.4956,16.3818,200,40.0730
20.0061,0.9583,0.3130,0.0383,1.5752,17.4343,200,40.0731
20.0061,0.9046,0.3129,0.0039,1.9670,17.1305,200,40.0733
20.0060,0.9019,0.3128,0.0057,1.5213,17.5771,200,40.0734
20.0059,0.8975,0.3127,0.0091,1.4807,17.6186,200,40.0735
20.0059,1.0837,0.3126,0.0451,2.1792,16.6977,200,40.0736
20.0065,0.9486,0.3124,0.0472,2.0428,16.9679,200,40.0738
20.0064,1.0540,0.3122,0.0707,1.7328,17.1489,200,40.0740
20.0064,1.0767,0.3122,0.0504,1.9799,16.8994,200,40.0742
20.0064,1.0243,0.3120,0.0945,2.1710,16.7166,200,40.0743
20.0071,1.0681,0.3119,0.0580,2.0647,16.8162,200,40.0744
20.0071,0.9431,0.3119,0.0519,1.6963,17.3157,200,40.0745
20.0071,0.8965,0.3117,0.0091,2.2385,16.8631,200,40.0747
20.0069,0.9014,0.3114,0.0051,1.6870,17.4134,200,40.0750
20.0066,0.8876,0.3111,0.0146,2.1793,16.9251,200,40.0754
20.0066,0.9811,0.3110,0.0132,2.1338,16.8784,200,40.0755
20.0066,0.9062,0.3108,0.0858,2.0454,16.9690,200,40.0757
20.0066,0.9007,0.3107,0.0050,2.1645,16.9362,200,40.0758
20.0066,0.9089,0.3106,0.0842,2.1143,16.8992,200,40.0759
20.0072,1.0483,0.3105,0.0740,2.4449,16.4400,200,40.0760
20.0072,0.9176,0.3104,0.0756,2.2447,16.7692,200,40.0761
20.0010,0.5856,0.0084,0.0062,1.8243,17.5849,200,40.0858
20.0130,1.0473,0.3102,0.0741,1.7320,17.1596,200,40.0764
20.0130,1.0401,0.3102,0.0789,2.1204,16.7736,200,40.0765
20.0130,0.9990,0.3101,0.1118,2.1736,16.7285,200,40.0766
20.0130,1.0310,0.3101,0.0871,2.2560,16.6389,200,40.0766
20.0130,0.9065,0.3100,0.0847,1.6246,17.3972,200,40.0767
20.0130,1.0352,0.3100,0.0831,1.8576,17.0370,200,40.0768
20.0130,0.8977,0.3022,0.0063,2.2409,16.8681,200,40.0769
20.0130,0.8952,0.3063,0.0087,2.0441,17.0651,200,40.0769
20.0131,0.9071,0.3098,0.0839,1.6105,17.4115,200,40.0770
20.0131,0.9931,0.3098,0.1167,2.0733,16.8299,200,40.0771
20.0131,0.9153,0.3098,0.0769,2.1521,16.8688,200,40.0771
20.0131,0.8988,0.3098,0.0052,2.1919,16.9171,200,40.0772
20.0132,0.9049,0.3097,0.0857,2.0891,16.9334,200,40.0773
20.0132,0.9069,0.3097,0.0839,1.7423,17.2802,200,40.0773
20.0132,0.8980,0.3096,0.0056,2.0299,17.0796,200,40.0774
20.0132,0.8985,0.3096,0.0052,2.2946,16.8148,200,40.0774
20.0133,0.8991,0.3096,0.0050,2.0824,17.0267,200,40.0775
20.0133,0.8980,0.3095,0.0056,1.5909,17.5189,200,40.0776
20.0133,0.8988,0.3095,0.0051,2.0027,17.1066,200,40.0776
20.0134,1.0561,0.3094,0.0663,2.3260,16.5649,200,40.0777
20.0134,0.8988,0.3094,0.0050,1.6967,17.4128,200,40.0777
20.0134,0.8984,0.3094,0.0052,2.0542,17.0556,200,40.0778
20.0162,0.9040,0.3093,0.0858,1.5340,17.4923,200,40.0779
20.0165,0.8995,0.3093,0.0043,2.1346,16.9781,200,40.0779
20.0166,0.9134,0.3092,0.0778,1.7974,17.2279,200,40.0780
20.0167,0.9040,0.3092,0.0858,2.2280,16.7990,200,40.0781
20.0169,0.9021,0.3092,0.0016,1.7556,17.3576,200,40.0781
20.0169,1.0252,0.3091,0.0906,2.0276,16.8736,200,40.0782
20.0171,0.9036,0.3090,0.0859,1.6622,17.3654,200,40.0783
20.0174,0.8984,0.3090,0.0049,1.5210,17.5931,200,40.0783
20.0175,0.8977,0.3090,0.0052,2.2367,16.8779,200,40.0784
20.0176,0.9758,0.3089,0.0155,1.6439,17.3824,200,40.0785
20.0177,0.8973,0.3089,0.0053,1.5480,17.5672,200,40.0785
20.0180,0.8988,0.3088,0.0043,1.5280,17.5869,200,40.0786
20.0181,0.8981,0.3088,0.0049,1.6959,17.4192,200,40.0787
20.0182,0.8976,0.3088,0.0052,1.9760,17.1395,200,40.0787
20.0183,0.9135,0.3087,0.0770,1.5831,17.4447,200,40.0788
20.0184,0.8972,0.3086,0.0052,2.0770,17.0389,200,40.0789
20.0184,0.8968,0.3085,0.0053,1.6672,17.4491,200,40.0791
20.0184,0.9041,0.3085,0.0847,2.2088,16.8208,200,40.0792
20.0186,0.8918,0.3085,0.0090,1.6974,17.4204,200,40.0792
